Ticker,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Exchange,CQS Symbol,NASDAQ Symbol
NITO,"N2OFF, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
NIU,NIU TECHNOLOGIES - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
NIVF,NEWGENIVF GROUP LIMITED - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
NIVFW,NEWGENIVF GROUP LIMITED - WARRANTS,S,N,N,100,N,N,Q,,
NIXX,"NIXXY, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NIXXW,"NIXXY, INC. - WARRANT",S,N,N,100,N,N,Q,,
NJR,NEWJERSEY RESOURCES CORPORATION COMMON STOCK,,N,,100,N,,N,NJR,NJR
NKE,"NIKE, INC. COMMON STOCK",,N,,100,N,,N,NKE,NKE
NKSH,"NATIONAL BANKSHARES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NKTR,NEKTAR THERAPEUTICS - COMMON STOCK,S,N,N,100,N,N,Q,,
NKTX,"NKARTA, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NKX,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,,N,,100,N,,N,NKX,NKX
NL,"NL INDUSTRIES, INC. COMMON STOCK",,N,,100,N,,N,NL,NL
NLOP,NET LEASE OFFICE PROPERTIES COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NLOP,NLOP
NLSP,NLS PHARMACEUTICS LTD. - COMMON SHARES,S,N,N,100,N,N,Q,,
NLSPW,NLS PHARMACEUTICS LTD. - WARRANT,S,N,N,100,N,N,Q,,
NLY,ANNALY CAPITAL MANAGEMENT INC. COMMON STOCK,,N,,100,N,,N,NLY,NLY
NLY$F,ANNALY CAPITAL MANAGEMENT INC 6.95% SERIES F,,N,,100,N,,N,NLYPF,NLY-F
NLY$G,ANNALY CAPITAL MANAGEMENT INC 6.50% SERIES G FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,NLYPG,NLY-G
NLY$I,ANNALY CAPITAL MANAGEMENT INC 6.750% SERIES I FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,NLYPI,NLY-I
NLY$J,ANNALY CAPITAL MANAGEMENT INC. 8.875% SERIES J FIXED-RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,NLYPJ,NLY-J
NMAI,NUVEEN MULTI-ASSET INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NMAI,NMAI
NMAX,"NEWSMAX, INC. CLASS B COMMON STOCK",,N,,100,N,,N,NMAX,NMAX
NMCO,NUVEEN MUNICIPAL CREDIT OPPORTUNITIES FUND COMMON SHARES,,N,,100,N,,N,NMCO,NMCO
NMFC,NEW MOUNTAIN FINANCE CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NMFCZ,NEW MOUNTAIN FINANCE CORPORATION - 8.250% NOTES DUE 2028,G,N,N,100,N,N,Q,,
NMG,NOUVEAU MONDE GRAPHITE INC. COMMON SHARES,,N,,100,N,,N,NMG,NMG
NMI,"NUVEEN MUNICIPAL INCOME FUND, INC. COMMON STOCK",,N,,100,N,,N,NMI,NMI
NMIH,NMI HOLDINGS INC - COMMON STOCK,G,N,N,100,N,N,Q,,
NMM,NAVIOS MARITIME PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS,,N,,100,N,,N,NMM,NMM
NMPAU,NMP ACQUISITION CORP. - UNITS,G,N,N,100,N,N,Q,,
NMR,NOMURA HOLDINGS INC ADR AMERICAN DEPOSITARY SHARES,,N,,100,N,,N,NMR,NMR
NMRA,"NEUMORA THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NMRK,"NEWMARK GROUP, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
NMS,NUVEEN MINNESOTA QUALITY MUNICIPAL INCOME FUND,,N,,100,N,,N,NMS,NMS
NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NMT,NMT
NMTC,NEUROONE MEDICAL TECHNOLOGIES CORPORATION - COMMON STOCK,S,N,D,100,N,N,Q,,
NMZ,"NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND COMMON STOCK, $0.01 PAR VALUE, PER SHARE",,N,,100,N,,N,NMZ,NMZ
NN,NEXTNAV INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NNAVW,NEXTNAV INC. - WARRANT,S,N,N,100,N,N,Q,,
NNBR,"NN, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NNDM,NANO DIMENSION LTD. - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
NNE,NANO NUCLEAR ENERGY INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NNI,"NELNET, INC. COMMON STOCK",,N,,100,N,,N,NNI,NNI
NNN,"NNN REIT, INC. COMMON STOCK",,N,,100,N,,N,NNN,NNN
NNNN,ANBIO BIOTECHNOLOGY - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
NNOX,NANO-X IMAGING LTD - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND COMMON STOCK,,N,,100,N,,N,NNY,NNY
NOA,NORTH AMERICAN CONSTRUCTION GROUP LTD. COMMON SHARES (NO PAR),,N,,100,N,,N,NOA,NOA
NOAH,NOAH HOLDINGS LIMITED AMERICAN DEPOSITARY SHARES,,N,,100,N,,N,NOAH,NOAH
NOC,NORTHROP GRUMMAN CORPORATION COMMON STOCK,,N,,100,N,,N,NOC,NOC
NODK,"NI HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NOEM,CO2 ENERGY TRANSITION CORP. - COMMON STOCK,G,N,N,100,N,N,Q,,
NOEMR,CO2 ENERGY TRANSITION CORP. - RIGHT,G,N,N,100,N,N,Q,,
NOEMU,CO2 ENERGY TRANSITION CORP. - UNIT,G,N,N,100,N,N,Q,,
NOEMW,CO2 ENERGY TRANSITION CORP. - WARRANT,G,N,N,100,N,N,Q,,
NOG,"NORTHERN OIL AND GAS, INC. COMMON STOCK",,N,,100,N,,N,NOG,NOG
NOK,NOKIA CORPORATION SPONSORED AMERICAN DEPOSITARY SHARES,,N,,100,N,,N,NOK,NOK
NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,,N,,100,N,,N,NOM,NOM
NOMD,NOMAD FOODS LIMITED ORDINARY SHARES,,N,,100,N,,N,NOMD,NOMD
NOTE,"FISCALNOTE HOLDINGS, INC. CLASS A COMMON STOCK",,N,,100,N,,N,NOTE,NOTE
NOTE.W,"FISCALNOTE HOLDINGS, INC. WARRANTS TO PURCHASE ONE SHARE OF CLASS A COMMON STOCK, EACH AT AN EXERCISE PRICE OF $11.50 PER SHARE",,N,,100,N,,N,NOTE.WS,NOTE+
NOTV,"INOTIV, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NOV,NOV INC. COMMON STOCK,,N,,100,N,,N,NOV,NOV
NOVT,NOVANTA INC. - COMMON SHARES,Q,N,N,100,N,N,Q,,
NOW,"SERVICENOW, INC. COMMON STOCK",,N,,100,N,,N,NOW,NOW
NPAC,NEW PROVIDENCE ACQUISITION CORP. III - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NPACU,NEW PROVIDENCE ACQUISITION CORP. III - UNITS,G,N,N,100,N,N,Q,,
NPACW,NEW PROVIDENCE ACQUISITION CORP. III - WARRANTS,G,N,N,100,N,N,Q,,
NPB,"NORTHPOINTE BANCSHARES, INC. COMMON STOCK",,N,,100,N,,N,NPB,NPB
NPCE,"NEUROPACE, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NPCT,NUVEEN CORE PLUS IMPACT FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NPCT,NPCT
NPFD,NUVEEN VARIABLE RATE PREFERRED & INCOME FUND COMMON SHARES,,N,,100,N,,N,NPFD,NPFD
NPK,"NATIONAL PRESTO INDUSTRIES, INC. COMMON STOCK",,N,,100,N,,N,NPK,NPK
NPKI,NPK INTERNATIONAL INC. COMMON STOCK,,N,,100,N,,N,NPKI,NPKI
NPO,ENPRO INC. COMMON STOCK,,N,,100,N,,N,NPO,NPO
NPV,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NPV,NPV
NPWR,NET POWER INC. CLASS A COMMON STOCK,,N,,100,N,,N,NPWR,NPWR
NPWR.W,"NET POWER INC. REDEEMABLE WARRANTS, EACH WHOLE WARRANT EXERCISABLE FOR ONE SHARE OF CLASS A COMMON STOCK AT AN EXERCISE PRICE OF $11.50",,N,,100,N,,N,NPWR.WS,NPWR+
NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NQP,NQP
NRC,NATIONAL RESEARCH CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NRDS,"NERDWALLET, INC. - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
NRDY,NERDY INC. CLASS A COMMON STOCK,,N,,100,N,,N,NRDY,NRDY
NREF,"NEXPOINT REAL ESTATE FINANCE, INC. COMMON STOCK",,N,,100,N,,N,NREF,NREF
NREF$A,"NEXPOINT REAL ESTATE FINANCE, INC. 8.50% SERIES A CUMULATIVE REDEEMABLE PREFERRED STOCK",,N,,100,N,,N,NREFPA,NREF-A
NRG,"NRG ENERGY, INC. COMMON STOCK",,N,,100,N,,N,NRG,NRG
NRGV,"ENERGY VAULT HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,NRGV,NRGV
NRIM,NORTHRIM BANCORP INC - COMMON STOCK,Q,N,N,100,N,N,Q,,
NRIX,"NURIX THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,,N,,100,N,,N,NRK,NRK
NRP,NATURAL RESOURCE PARTNERS LP LIMITED PARTNERSHIP,,N,,100,N,,N,NRP,NRP
NRSN,NEUROSENSE THERAPEUTICS LTD. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
NRSNW,NEUROSENSE THERAPEUTICS LTD. - WARRANT,S,N,N,100,N,N,Q,,
NRT,NORTH EUROPEAN OIL ROYALITY TRUST COMMON STOCK,,N,,100,N,,N,NRT,NRT
NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION 5.500% SUBORDINATED NOTES DUE 2064 (SUBORDINATED DEFERRABLE INTEREST NOTES),,N,,100,N,,N,NRUC,NRUC
NRXP,"NRX PHARMACEUTICALS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NRXPW,"NRX PHARMACEUTICALS, INC. - WARRANT",S,N,N,100,N,N,Q,,
NSA,NATIONAL STORAGE AFFILIATES TRUST COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NSA,NSA
NSA$A,NATIONAL STORAGE AFFILIATES TRUST 6.000% SERIES A CUMULATIVE REDEEMABLE PREFERRED SHARES OF BENEFICIAL INTEREST (LIQUIDATION PREFERENCE $25.00 PER SHARE),,N,,100,N,,N,NSAPA,NSA-A
NSA$B,NATIONAL STORAGE AFFILIATES TRUST 6.000% SERIES B CUMULATIVE REDEEMABLE PREFERRED SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NSAPB,NSA-B
NSC,NORFOLK SOUTHERN CORPORATION COMMON STOCK,,N,,100,N,,N,NSC,NSC
NSIT,"INSIGHT ENTERPRISES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NSP,"INSPERITY, INC. COMMON STOCK",,N,,100,N,,N,NSP,NSP
NSPR,INSPIREMD INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NSTS,"NSTS BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NSYS,NORTECH SYSTEMS INCORPORATED - COMMON STOCK,S,N,N,100,N,N,Q,,
NTAP,"NETAPP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NTB,BANK OF N.T. BUTTERFIELD & SON LIMITED (THE) VOTING ORDINARY SHARES,,N,,100,N,,N,NTB,NTB
NTCL,NETCLASS TECHNOLOGY INC - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
NTCT,"NETSCOUT SYSTEMS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NTES,"NETEASE, INC. - AMERICAN DEPOSITARY SHARES, EACH REPRESENTING 5 ORDINARY SHARES",Q,N,N,100,N,N,Q,,
NTGR,"NETGEAR, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NTHI,"NEONC TECHNOLOGIES HOLDINGS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION - COMMON STOCK,G,N,N,100,N,N,Q,,
NTLA,"INTELLIA THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NTNX,"NUTANIX, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
NTR,NUTRIEN LTD. COMMON SHARES,,N,,100,N,,N,NTR,NTR
NTRA,"NATERA, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NTRB,NUTRIBAND INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NTRBW,NUTRIBAND INC. - WARRANT,S,N,N,100,N,N,Q,,
NTRP,"NEXTTRIP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NTRS,NORTHERN TRUST CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NTRSO,"NORTHERN TRUST CORPORATION - DEPOSITARY SHARES EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF SERIES E NON-CUMULATIVE PERPETUAL PREFERRED STOCK",Q,N,N,100,N,N,Q,,
NTST,NETSTREIT CORP. COMMON STOCK,,N,,100,N,,N,NTST,NTST
NTWK,NETSOL TECHNOLOGIES INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NTWO,NEWBURY STREET II ACQUISITION CORP - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
NTWOU,NEWBURY STREET II ACQUISITION CORP - UNIT,G,N,N,100,N,N,Q,,
NTWOW,NEWBURY STREET II ACQUISITION CORP - WARRANT,G,N,N,100,N,N,Q,,
NTZ,"NATUZZI, S.P.A.",,N,,100,N,,N,NTZ,NTZ
NU,NU HOLDINGS LTD. CLASS A ORDINARY SHARES,,N,,100,N,,N,NU,NU
NUAI,"NEW ERA ENERGY & DIGITAL, INC. - COMMON STOCK",G,N,D,100,N,N,Q,,
NUAIW,"NEW ERA ENERGY & DIGITAL, INC. - WARRANTS",S,N,N,100,N,N,Q,,
NUE,NUCOR CORPORATION COMMON STOCK,,N,,100,N,,N,NUE,NUE
NUKK,NUKKLEUS INC. - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NUKKW,NUKKLEUS INC. - WARRANTS,S,N,N,100,N,N,Q,,
NUS,"NU SKIN ENTERPRISES, INC. COMMON STOCK",,N,,100,N,,N,NUS,NUS
NUTR,NUSATRIP INCORPORATED - COMMON STOCK,S,N,N,100,N,N,Q,,
NUTX,NUTEX HEALTH INC. - COMMON STOCK,S,N,E,100,N,N,Q,,
NUV,"NUVEEN MUNICIPAL VALUE FUND, INC. COMMON STOCK",,N,,100,N,,N,NUV,NUV
NUVB,NUVATION BIO INC. CLASS A COMMON STOCK,,N,,100,N,,N,NUVB,NUVB
NUVB.W,NUVATION BIO INC. WARRANTS,,N,,100,N,,N,NUVB.WS,NUVB+
NUVL,"NUVALENT, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
NUW,NUVEEN AMT-FREE MUNICIPAL VALUE FUND,,N,,100,N,,N,NUW,NUW
NUWE,"NUWELLIS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NVA,NOVA MINERALS LIMITED - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
NVAWW,NOVA MINERALS LIMITED - WARRANT,S,N,N,100,N,N,Q,,
NVAX,"NOVAVAX, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NVCR,NOVOCURE LIMITED - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
NVCT,"NUVECTIS PHARMA, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NVDA,NVIDIA CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NVEC,NVE CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
NVFY,"NOVA LIFESTYLE, INC - COMMON STOCK",S,N,N,100,N,N,Q,,
NVG,NUVEEN AMT-FREE MUNICIPAL CREDIT INCOME FUND,,N,,100,N,,N,NVG,NVG
NVGS,NAVIGATOR HOLDINGS LTD. ORDINARY SHARES (MARSHALL ISLANDS),,N,,100,N,,N,NVGS,NVGS
NVMI,NOVA LTD. - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
NVNI,NVNI GROUP LIMITED - ORDINARY SHARES,S,N,D,100,N,N,Q,,
NVNIW,NVNI GROUP LIMITED - WARRANTS,S,N,N,100,N,N,Q,,
NVNO,ENVVENO MEDICAL CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
NVO,NOVO NORDISK A/S COMMON STOCK,,N,,100,N,,N,NVO,NVO
NVR,"NVR, INC. COMMON STOCK",,N,,10,N,,N,NVR,NVR
NVRI,ENVIRI CORPORATION COMMON STOCK,,N,,100,N,,N,NVRI,NVRI
NVS,NOVARTIS AG COMMON STOCK,,N,,100,N,,N,NVS,NVS
NVST,ENVISTA HOLDINGS CORPORATION COMMON STOCK,,N,,100,N,,N,NVST,NVST
NVT,NVENT ELECTRIC PLC ORDINARY SHARES,,N,,100,N,,N,NVT,NVT
NVTS,NAVITAS SEMICONDUCTOR CORPORATION - COMMON STOCK,G,N,N,100,N,N,Q,,
NVVE,NUVVE HOLDING CORP. - COMMON STOCK,S,N,D,100,N,N,Q,,
NVVEW,NUVVE HOLDING CORP. - WARRANT,S,N,D,100,N,N,Q,,
NVX,NOVONIX LIMITED - AMERICAN DEPOSITORY SHARES,G,N,N,100,N,N,Q,,
NWBI,"NORTHWEST BANCSHARES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NWE,"NORTHWESTERN ENERGY GROUP, INC.  - COMMON STOCK",Q,N,N,100,N,N,Q,,
NWFL,NORWOOD FINANCIAL CORP. - COMMON STOCK,G,N,N,100,N,N,Q,,
NWG,"NATWEST GROUP PLC AMERICAN DEPOSITARY SHARES, (EACH REPRESENTING TWO (2) ORDINARY SHARES)",,N,,100,N,,N,NWG,NWG
NWGL,NATURE WOOD GROUP LIMITED - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
NWL,NEWELL BRANDS INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
NWN,NORTHWEST NATURAL HOLDING COMPANY COMMON STOCK,,N,,100,N,,N,NWN,NWN
NWPX,"NWPX INFRASTRUCTURE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NWS,NEWS CORPORATION - CLASS B COMMON STOCK,Q,N,N,100,N,N,Q,,
NWSA,NEWS CORPORATION - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
NWTG,"NEWTON GOLF COMPANY, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NX,QUANEX BUILDING PRODUCTS CORPORATION COMMON STOCK,,N,,100,N,,N,NX,NX
NXC,NUVEEN CALIFORNIA SELECT TAX-FREE INCOME PORTFOLIO COMMON STOCK,,N,,100,N,,N,NXC,NXC
NXDR,"NEXTDOOR HOLDINGS, INC. CLASS A COMMON STOCK",,N,,100,N,,N,NXDR,NXDR
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST COMMON STOCK,,N,,100,N,,N,NXDT,NXDT
NXDT$A,NEXPOINT DIVERSIFIED REAL ESTATE TRUST 5.50% SERIES A CUMULATIVE PREFERRED SHARES ($25.00 LIQUIDATION PREFERENCE PER SHARE),,N,,100,N,,N,NXDTPA,NXDT-A
NXE,NEXGEN ENERGY LTD. COMMON SHARES,,N,,100,N,,N,NXE,NXE
NXG,NXG NEXTGEN INFRASTRUCTURE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NXG,NXG
NXGL,"NEXGEL, INC - COMMON STOCK",S,N,N,100,N,N,Q,,
NXGLW,"NEXGEL, INC - WARRANT",S,N,N,100,N,N,Q,,
NXJ,NUVEEN NEW JERSEY QUALIFIED MUNICIPAL FUND,,N,,100,N,,N,NXJ,NXJ
NXL,"NEXALIN TECHNOLOGY, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NXLIW,"NEXALIN TECHNOLOGY, INC. - WARRANT",S,N,N,100,N,N,Q,,
NXN,NUVEEN NEW YORK SELECT TAX-FREE INCOME PORTFOLIO COMMON STOCK,,N,,100,N,,N,NXN,NXN
NXP,NUVEEN SELECT TAX FREE INCOME PORTFOLIO COMMON STOCK,,N,,100,N,,N,NXP,NXP
NXPI,NXP SEMICONDUCTORS N.V. - COMMON STOCK,Q,N,N,100,N,N,Q,,
NXPL,NEXTPLAT CORP - COMMON STOCK,S,N,D,100,N,N,Q,,
NXPLW,NEXTPLAT CORP - WARRANTS,S,N,N,100,N,N,Q,,
NXRT,"NEXPOINT RESIDENTIAL TRUST, INC. COMMON STOCK",,N,,100,N,,N,NXRT,NXRT
NXST,"NEXSTAR MEDIA GROUP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NXT,NEXTRACKER INC. - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
NXTC,"NEXTCURE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NXTT,NEXT TECHNOLOGY HOLDING INC. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
NXXT,"NEXTNRG, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NYAX,NAYAX LTD. - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
NYC,AMERICAN STRATEGIC INVESTMENT CO. CLASS A COMMON STOCK,,N,,100,N,,N,NYC,NYC
NYMT,"NEW YORK MORTGAGE TRUST, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NYMTG,"NEW YORK MORTGAGE TRUST, INC. - 9.125% SENIOR NOTES DUE 2030",Q,N,N,100,N,N,Q,,
NYMTH,"NEW YORK MORTGAGE TRUST, INC. - 9.875% SENIOR NOTES DUE 2030",G,N,N,100,N,N,Q,,
NYMTI,"NEW YORK MORTGAGE TRUST, INC. - 9.125% SENIOR NOTES DUE 2029",Q,N,N,100,N,N,Q,,
NYMTL,"NEW YORK MORTGAGE TRUST, INC. - 6.875% SERIES F FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK, $0.01 PAR VALUE PER SHARE",Q,N,N,100,N,N,Q,,
NYMTM,"NEW YORK MORTGAGE TRUST, INC. - 7.875% SERIES E FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK",Q,N,N,100,N,N,Q,,
NYMTN,"NEW YORK MORTGAGE TRUST, INC. - 8.00% SERIES D FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK",Q,N,N,100,N,N,Q,,
NYMTZ,"NEW YORK MORTGAGE TRUST, INC. - 7.000% SERIES G CUMULATIVE REDEEMABLE PREFERRED STOCK, $0.01 PAR VALUE PER SHARE",Q,N,N,100,N,N,Q,,
NYT,NEW YORK TIMES COMPANY (THE) COMMON STOCK,,N,,100,N,,N,NYT,NYT
NYXH,NYXOAH SA - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NZF,NUVEEN MUNICIPAL CREDIT INCOME FUND,,N,,100,N,,N,NZF,NZF
O,REALTY INCOME CORPORATION COMMON STOCK,,N,,100,N,,N,O,O
OABI,"OMNIAB, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
OABIW,"OMNIAB, INC. - WARRANT",S,N,N,100,N,N,Q,,
OACC,OAKTREE ACQUISITION CORP. III LIFE SCIENCES - CLASS A ORDINARY SHARE,G,N,N,100,N,N,Q,,
OACCU,OAKTREE ACQUISITION CORP. III LIFE SCIENCES - UNIT,G,N,N,100,N,N,Q,,
OACCW,OAKTREE ACQUISITION CORP. III LIFE SCIENCES - WARRANT,G,N,N,100,N,N,Q,,
OAK$A,"BROOKFIELD OAKTREE HOLDINGS, LLC 6.625% SERIES A PREFERRED UNITS",,N,,100,N,,N,OAKPA,OAK-A
OAK$B,"BROOKFIELD OAKTREE HOLDINGS, LLC 6.550% SERIES B PREFERRED UNITS",,N,,100,N,,N,OAKPB,OAK-B
OAKU,OAK WOODS ACQUISITION CORPORATION - CLASS A ORDINARY SHARES,S,N,H,100,N,N,Q,,
OAKUR,OAK WOODS ACQUISITION CORPORATION - RIGHT,S,N,E,100,N,N,Q,,
OAKUU,OAK WOODS ACQUISITION CORPORATION - UNIT,S,N,E,100,N,N,Q,,
OAKUW,OAK WOODS ACQUISITION CORPORATION - WARRANT,S,N,E,100,N,N,Q,,
OBA,OXLEY BRIDGE ACQUISITION LIMITED - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
OBAWU,OXLEY BRIDGE ACQUISITION LIMITED - UNIT,G,N,N,100,N,N,Q,,
OBAWW,OXLEY BRIDGE ACQUISITION LIMITED - WARRANTS,G,N,N,100,N,N,Q,,
OBDC,BLUE OWL CAPITAL CORPORATION COMMON STOCK,,N,,100,N,,N,OBDC,OBDC
OBIO,"ORCHESTRA BIOMED HOLDINGS, INC. - ORDINARY SHARES",G,N,N,100,N,N,Q,,
OBK,"ORIGIN BANCORP, INC. COMMON STOCK",,N,,100,N,,N,OBK,OBK
OBLG,OBLONG INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
OBT,"ORANGE COUNTY BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
OC,OWENS CORNING INC COMMON STOCK NEW,,N,,100,N,,N,OC,OC
OCC,OPTICAL CABLE CORPORATION - COMMON STOCK,G,N,N,100,N,N,Q,,
OCCI,"OFS CREDIT COMPANY, INC. - CLOSED END FUND",S,N,N,100,N,N,Q,,
OCCIM,"OFS CREDIT COMPANY, INC. - 7.875% SERIES F TERM PREFERRED STOCK",S,N,N,100,N,N,Q,,
OCCIN,"OFS CREDIT COMPANY, INC. - 5.25% SERIES E TERM PREFERRED STOCK DUE 2026",S,N,N,100,N,N,Q,,
OCCIO,"OFS CREDIT COMPANY, INC. - 6.125% SERIES C TERM PREFERRED STOCK",S,N,N,100,N,N,Q,,
OCFC,OCEANFIRST FINANCIAL CORP. - COMMON STOCK,Q,N,N,100,N,N,Q,,
OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD. AMERICAN DEPOSITARY SHARES, EACH REPRESENTING THIRTY ORDINARY SHARES",,N,,100,N,,N,OCFT,OCFT
OCG,ORIENTAL CULTURE HOLDING LTD - ORDINARY SHARES,S,N,N,100,N,N,Q,,
OCGN,"OCUGEN, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
OCS,OCULIS HOLDING AG - ORDINARY SHARES,G,N,N,100,N,N,Q,,
OCSAW,OCULIS HOLDING AG - WARRANTS,G,N,N,100,N,N,Q,,
OCSL,OAKTREE SPECIALTY LENDING CORPORATION - CLOSED END FUND,Q,N,N,100,N,N,Q,,
